,Text,Date,Retweets,Favorites,Mentions,HashTags
272,"For those celebrating #BookLoversDay today, my humble contribution this year to your reading pleasure is not one but two books (the first delayed by the #Lockdown hiatus in publishing): #Tharoorosaurus (Penguin) in Sept &amp; #TheBattleOfBelonging (Aleph), on nationalism, in November",2020-08-09 16:28:45+00:00,227,1949,,#BookLoversDay #Lockdown #Tharoorosaurus #TheBattleOfBelonging
273,"There’s one country that the ""public health experts"" don’t seem to want to talk about - Sweden. Sweden debunks the hysteria. Sweden shows how unnecessary all of the interventions to “fight” the virus are. Sweden exposes the lockdown and mask madness. ",2020-08-09 16:27:24+00:00,403,696,,
274,"Up to 81% have T-cell immunity, 70% are asymptomatic, herd immunity when 10-20% have antibodies (e.g. NYC), and #COVID is expected to burn out in a few weeks... But, let’s #lockdown, wear masks and wait 6 months for a vaccine that is 50% effective... ",2020-08-09 16:27:14+00:00,3210,5483,,#COVID #lockdown
275,"Time to replenish the Mother #Earth: Humble appeal to one and all to plant a sapling. During the #Covid19 Lockdown, the sky has become more clear, the rivers are cleaner, the air is fresh. Let us all learn to respect the Nature. @BJP4India @narendramodi @JPNadda @PrakashJavdekar",2020-08-09 16:24:19+00:00,126,96,@BJP4India @narendramodi @JPNadda @PrakashJavdekar,#Earth #Covid19
276,BREAKING: Sheffield sent into lockdown while Anthony McGill walks to The Crucible to avoid anyone getting in his eyeline.,2020-08-09 16:23:30+00:00,19,167,,
277,Lockdown - Day 2 @Justy_FishHook,2020-08-09 16:20:48+00:00,17,162,@Justy_FishHook,
278,Scots landlords served hundreds of eviction notices during lockdown ,2020-08-09 16:19:33+00:00,37,32,,
279,"While a global lockdown quiets the ocean and lures New Zealand’s biggest great whites out of hiding, expert Kina Scollay is on a quest to find monster shark 747. #SharkLockdown is on TONIGHT at 10p on @Discovery. #SharkWeek",2020-08-09 16:17:53+00:00,38,169,@Discovery,#SharkLockdown #SharkWeek
280,Real Husbands and Wives of #BBNaija lockdown ,2020-08-09 16:16:35+00:00,27,244,,#BBNaija
281,"MAJOR: Germany Awakens as Half-a-Million March Against Covid-19 Lockdown, Masks, Distancing @FortRussNews https://fort-russ.com/2020/08/major-germany-awakens-as-half-a-million-march-against-covid-19-lockdown-masks-distancing/",2020-08-09 16:16:20+00:00,10,25,@FortRussNews,
282,"We officially lift the lockdown of Bagong Kaunlaran Compound in Paso de Blas. They have completed the 14 days mandatory quarantine period. Salamat sa mga Barangay officials natin led by Kap. Lucy, police, rescue and health workers who stayed close to the compound.",2020-08-09 16:15:37+00:00,23,290,,
283,"Max and Stacy will be live with a LOCKDOWN WITH THE KEISERS at 1pm EDT at https://www.youtube.com/maxkeisertv! In the meantime, we are making titles for @orangepillpod which premieres next week! @maxkeiser @stacyherbert",2020-08-09 16:13:48+00:00,29,192,@orangepillpod @maxkeiser @stacyherbert,
284,first day of lockdown till now https://twitter.com/fredtv_/status/1292493796542943239,2020-08-09 16:13:27+00:00,18,334,,
285,"""Direct COVID deaths account for the majority of all excess deaths. However, when morbidity is taken into account, the estimates for the health impacts from a lockdown/lockdown induced recession are greater in terms of QALYs than the direct COVID deaths."" ",2020-08-09 16:12:00+00:00,92,193,,
286,"Here’s how to crush the virus until vaccines arrive, to save both lives and the economy — A more restrictive lockdown, state by state, for up to 6 weeks, or we’ll continue to allow the coronavirus to spread rapidly throughout the U.S. ",2020-08-09 16:10:42+00:00,52,62,,
287,"Excl: Home Office spends more than £1m deporting hundreds of people at height of lockdown, figures show Nearly 300 individuals, escorted by 374 immigration officers, removed from UK in Apr/May/June despite govt instructing against all non-essential travel ",2020-08-09 16:09:29+00:00,149,119,,
288,Most of the posts on Toby Young's Anti lockdown dating section are piss takes. https://twitter.com/toadmeister/status/1292442749518647296,2020-08-09 16:08:34+00:00,202,636,,
289,One good thing about the lockdown has been that I realized how much I actually love reading books. I always thought of it to be boring but I've read 7 books in 2 months and now there's no turning back Words have made me feel emotions that pictures never did #BookLoversDay,2020-08-09 16:08:24+00:00,12,84,,#BookLoversDay
290,"Even during lockdown, food workers still showed up to work... and were often underpaid, undervalued and at high risk of contracting #COVID19. Advocates are taking a stand. Read more ",2020-08-09 16:06:00+00:00,17,24,,#COVID19
291, Year 4 for Lockdown Lattimore ,2020-08-09 16:04:42+00:00,822,6524,,
292,Told Liam Kay had to work as a butcher during lockdown as he wasn’t getting paid by Toronto &amp; needed to pay his bills. Good to see him score,2020-08-09 16:04:24+00:00,8,90,,
293," ""The reassurance has grown as people come in. It's a case of the unknown, customers are not sure. We just need to let them come in, get a feel for it"" Managers of two pools have explained what a post-lockdown visit to their centres looks like #LoveSwimming @FreedomLeisure",2020-08-09 16:03:21+00:00,11,47,@FreedomLeisure,#LoveSwimming
294,I’ve lost quite a bit of weight during lockdown luckily ,2020-08-09 15:58:46+00:00,21,382,,
295,Thanks @winerepublic for highlighting the dreadful situation in which Cape Winemakers find themselves being unable to sell their wines in SA due to lockdown. They need our support &amp; the wines will repay in spades.#supportSAWine,2020-08-09 15:53:08+00:00,15,48,@winerepublic,#supportSAWine
296,Every penny I saved up over lockdown has been well n truly shagged,2020-08-09 15:51:55+00:00,6,82,,
297,"#lockdown isn’t so bad. Staying safe, in the sunshine, having a hot tub party! Happy Sunday! #LilacPower #BeMoreLilac #NeverGiveUp @shakira @wyclef @jasonderulo @bastilledan @marshmellomusic @willyfarquarson",2020-08-09 15:49:07+00:00,9,105,@shakira @wyclef @jasonderulo @bastilledan @marshmellomusic @willyfarquarson,#lockdown #LilacPower #BeMoreLilac #NeverGiveUp
298,"The COVID lockdown has created a different problem for office buildings: Legionnaires' Disease It forms in warm, stagnant water that is not properly disinfected. Sinks, toilets, and AC spread the bacteria through the air. ",2020-08-09 15:47:40+00:00,186,221,,
299,This muslim autorickshaw driver transported around 700 patients free of cost to the hospitals even in lockdown time! May God bless him ಈ ಮುಸ್ಲಿಂ ಆಟೋ ಚಾಲಕ ಲಾಕ್ ಡೌನ್ ನಡುವೆಯೂ 700 ಜನ ರೋಗಿಗಳನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಉಚಿತವಾಗಿ ಕರೆದೊಯ್ದಿದ್ದಾರೆ! ಒಳ್ಳೆದಾಗಲಿ ,2020-08-09 15:47:09+00:00,5,28,,
300,"What are you talking about? 1. Can you provide some evidence of some global consensus that we're ""off our trolleys""? 2. Do you disagree that the Irish government ignored warnings re: meat factories? 3. Do people in lockdown counties not have the right to be annoyed? ",2020-08-09 15:46:47+00:00,10,142,,
301,Lockdown no longer necessary ,2020-08-09 15:45:32+00:00,28,44,,
302,"On a day when there is total lockdown in #TamilNadu Govt run #TASMAC shop in #Coimbatore sells liquor, allows people to sit in the bar. 100% privacy ensured &amp; two hoots for #COVID19 social distancing norms at Kovilmedu. Not sure what's #Coimbatore police is upto ",2020-08-09 15:42:46+00:00,251,435,,#TamilNadu #TASMAC #Coimbatore #COVID19 #Coimbatore
303,"“Lockdown” rhetoric framed primary role of government as prohibit &amp; restrict (not accommodate &amp; support) and when suppression through a “lockdown”-only strategy predictably fails, the electorate is primed to blame individuals rather than holding their elected leaders accountable.",2020-08-09 15:41:14+00:00,8,22,,
304,"Y’all: people barely have money for grocery how you could lockdown for two weeks, nib een paying out on time. ALSO Y’ALL: open up bamboo, I want Wendy’s, I want grouper dinna from KFC.",2020-08-09 15:39:16+00:00,40,138,,
305,I’ve been a bit quiet recently as I’ve been working on this! It was meant to be finished already but of course everything was temporarily paused during lockdown. Filming will continue this month with some amazing guests and wonderful friends. watch this space for updates! ,2020-08-09 15:38:33+00:00,7,39,,
306,Why call it a dating forum for lockdown skeptics when you could it OkStupid? ,2020-08-09 15:35:20+00:00,59,257,,
307,"I’ve been railing against the term “lockdown” for months. If you mean closing indoor gathering places like bars &amp; indoor dining &amp; prohibiting large gatherings, say that. If you mean a shelter in place order, say that.",2020-08-09 15:34:36+00:00,12,84,,
308,"I almost feel embarrassed reading some of the nonsense on Irish Twitter, about how awful we have it. We have it so good here. Good people are working hard to keep it that way. The fears that it might get worse are understandable - and that's why they did a local lockdown.",2020-08-09 15:34:16+00:00,10,169,,
309,Hitting the running track after almost 6 months is like an old addiction satisfied and craved... perfect cool weather and the lockdown lifted... thank God for the normal life. ,2020-08-09 15:34:08+00:00,15,226,,
310,We Need a Principled Anti-Lockdown Movement https://www.aier.org/article/we-need-a-principled-anti-lockdown-movement/ from @aier,2020-08-09 15:34:07+00:00,58,190,@aier,
311,You people have been watching too many Nollywood movies this lockdown Prince Azuka getting married to nkechi the village girl only happens on Africa Magic,2020-08-09 15:32:46+00:00,90,215,,
312,I knew about Timpsons sterling societal efforts before Covid-19 /lockdown - what a great example of a company who continues to give back #timpsonresponsible,2020-08-09 15:31:09+00:00,6,24,,#timpsonresponsible
313,Lockdown is bad branding. We should have called it freedom to chill.,2020-08-09 15:28:22+00:00,8,93,,
314,"If the government hadn’t squandered the first lockdown, and failed to test, test, test, we may well have averted this ",2020-08-09 15:23:50+00:00,202,463,,
315,"Happy birthday, #PhilipLarkin. Here’s @BlanchePictures lockdown film of #TheNorthShip with @PoetDeanwilson6 @ReeceShearsmith @jenniferhodgson @jgodberco @DrMatthewSweet &amp; @VickyFosterPoet to celebrate. Sending much to the marvellous @PLSoc today. https://twitter.com/shipsinthesky63/status/1271483059888627719",2020-08-09 15:21:55+00:00,11,29,@BlanchePictures @PoetDeanwilson6 @ReeceShearsmith @jenniferhodgson @jgodberco @DrMatthewSweet @VickyFosterPoet @PLSoc,#PhilipLarkin #TheNorthShip
316,"In a first-of-its-kind national survey on the impact of #COVID19 #lockdown on rural India, @GaonConnection is releasing its crucial findings tomorrow, August 10. #TheCovidRuralReport #GCRuralSurvey @RuralInsightsGC",2020-08-09 15:21:41+00:00,16,31,@GaonConnection @RuralInsightsGC,#COVID19 #lockdown #TheCovidRuralReport #GCRuralSurvey
317,Now that we’re on lockdown what a better time to work on your small business/brand BrandID-In-A-Box - Logo Design - Letterhead - Business Card - Quotation &amp; Invoice Templates - Domain Email Registration (T's&amp;C's) info@sanphusa.co.za 083 245 9033 #DJSBU #SanphuSA,2020-08-09 15:19:51+00:00,30,29,,#DJSBU #SanphuSA
318,"Young people in Preston have been warned ""don't kill granny"" by the city's council as local lockdown measures were enforced following a spike in #coronavirus cases. To read more, click here: https://trib.al/hFqis7c",2020-08-09 15:17:18+00:00,20,54,,#coronavirus
319,Latest blog post published: An introvert in lockdown. ,2020-08-09 15:15:18+00:00,6,81,,
320,"Manila is on lockdown, hardly any transportation but we did our very best to push through with our charity project, thanks to @BYouniversePh for accompanying and volunteering #윈터베어1주년_축하해 #태형이의선물_윈터베어_1주년 #1YearWithWinterBear #ThankYouKimTaehyung @BTS_twt",2020-08-09 15:14:29+00:00,205,495,@BYouniversePh @BTS_twt,#1YearWithWinterBear #ThankYouKimTaehyung
321,Lockdown supporters cannot bear the thought that Sweden has got it right ,2020-08-09 15:13:26+00:00,125,218,,
322,When the residents of Barcelona came out of the coronavirus lockdown they were greeted with miles of shiny yellow new bike lanes. Meet the man who's rethinking transit in a car-centric city (via @climate) https://trib.al/VmznUJz,2020-08-09 15:12:04+00:00,63,154,@climate,
323,Is there anything that isn't a sympton of #COVID? This is getting ridiculous now. @GovUK keep expanding the symptoms of #COVID so more people will get tested. They can then continue to ramp up the fear to justify the #Lockdown &amp; the vaccine. ,2020-08-09 15:11:00+00:00,34,60,@GOVUK,#COVID #COVID #Lockdown
324,"The problems with high-stakes testing were magnified by lockdown, with universities demanding that students infect their computers - often shared with family members - with spyware that claimed to perform ""invigilation"" (anti-cheating surveillance). https://pluralistic.net/2020/04/15/invigilation/#invigilation 2/",2020-08-09 15:08:36+00:00,37,100,,
325,"Seattle Times is 100% propaganda on Covid Flu: - There's no ""outbreak"", just more testing - Comparisons between lockdown / non-lockdown countries show lockdowns counter productive - Kids are at greater risk from flu, more likely to die by lightning strike, don't pass to adults ",2020-08-09 15:08:30+00:00,43,83,,
326,The weather gods blessed John’s first post-lockdown gig. A perfect afternoon at the @roseandmonkey .,2020-08-09 15:05:13+00:00,5,60,@roseandmonkey,
327,"""During this pandemic, a worrying result is an increased number of children coming into care in the local area"" Yet more, tragic, collateral damage from the illegal lockdown ",2020-08-09 15:04:19+00:00,113,209,,
328,"When i heard that the FG has spent N500 million on feeding school children during lockdown. Said by ""Hajiya zubaidatu zubairu mazugal"" ",2020-08-09 15:03:53+00:00,38,92,,
329,"UK Coronavirus infections have just hit a 44 day high. We are back to the levels we saw in June. Someone is now infected with Coronavirus in the UK every 80 seconds. The two main UK parties are to blame. They supported the early lifting of lockdown, especially public indoors.",2020-08-09 15:03:41+00:00,755,1484,,
330,"To manufacture consent for extreme #lockdown measures including executive #mask-wearing orders, the New York Times has systematically deceived readers about #SARSCoV2 transmission.",2020-08-09 15:03:02+00:00,71,109,,#lockdown #mask #SARSCoV2
331,Super-rich families are buying multiple citizenships to prepare for the next lockdown. Here's how citizenship-by-investment programs work and why they're getting more popular. ,2020-08-09 15:01:05+00:00,265,498,,
332,"""A UK professor from the University of Oxford has revealed how the peak of the UK’s coronavirus ‘crisis’ actually came a full week before Boris Johnson initiated lockdown on March 23rd."" This means the UK lockdown was unnecessary. ",2020-08-09 15:00:58+00:00,72,79,,
333,"Do we all agree that the term ""lockdown"" obscures more than it illuminates?",2020-08-09 15:00:19+00:00,9,125,,
334,"Lockdown has given a window into people’s home lives, their families, their relationships and has only reminded me what a dysfunctional home I came from. *But* it’s also made me extremely proud that I’ve still been able to accomplish my dreams and live beyond my trauma.",2020-08-09 14:58:22+00:00,2,168,,
335,"What are the chances that the people who stripped shelves bare in the early days of lockdown as they’d ‘do anything to protect their family’ - are the same people frothing at the mouth about ‘invading immigrants’ who are doing the same, at much greater risk?",2020-08-09 14:57:36+00:00,4,61,,
336,The truth behind lockdown... @eNCA @NARI_SSA @hrw @afriforum @NBCNews @BBCWorld @PresidencyZA @CyrilRamaphosa @Corruption_SA @PublicProtector @realDonaldTrump @toekomsvonk @VFPlus @BlessingsRamoba @Unathi_Kwaza @c_tamia99 #anarchy #terrorist #crime #StateCapture #Lockdown ,2020-08-09 14:47:30+00:00,91,93,@eNCA @NARI_SSA @hrw @afriforum @NBCNews @BBCWorld @PresidencyZA @CyrilRamaphosa @Corruption_SA @PublicProtector @realDonaldTrump @toekomsvonk @VFPlus @BlessingsRamoba @Unathi_Kwaza @c_tamia99,#anarchy #terrorist #crime #StateCapture #Lockdown
337,Finally finished the lockdown bar project and who else could we name it after but these 2 legends @NoelDavidWhelan @apopey #FreeBenWhite,2020-08-09 14:38:27+00:00,27,456,@NoelDavidWhelan @apopey,#FreeBenWhite
338,Mary Cullen took this lovely snap in #Brighton during lockdown. She would love to find the couple pictured... do you know who it is?? ,2020-08-09 14:37:00+00:00,35,73,,#Brighton
339,"#BTC #ETH Dear Crypto frds @BitSigmaBTC, top BTC analyst, helped 20089 fans earn 4232.62%! To help more frds beat COVID Lockdown, OKEX invites me share signal freely Join can really get OKEX 40$Bonus: https://t.me/okexeduEN @cctip_io airdrop 5000 DOGE 1000 #BitSigmaBTC",2020-08-09 14:36:13+00:00,316,450,@BitSigmaBTC @cctip_io,#BTC #BTC #ETH #BitSigmaBTC
340,"100 days without Covid-19 for New Zealand. -Ongoing border controls to stop Covid-19 from entering the country -A lockdown &amp; physical distancing to stop community transmission -Case-based controls using testing, contact tracing &amp; quarantine. #FreshTopics",2020-08-09 14:35:58+00:00,31,63,,#FreshTopics
341,"I'm still stunned that the NYT ran this. If you grok this point, the whole lockdown narrative falls apart. ",2020-08-09 14:35:53+00:00,34,87,,
342,We should’ve had a national lockdown in March with mandated masks and fines for those who don’t comply. There will be 200K dead by Labor Day. Trump and those who didn’t take this seriously need to be held accountable for murder. This is murder.,2020-08-09 14:33:17+00:00,23,85,,
343,My life was in bits before lockdown and now I am living my best life and being the happiest version of myself ever yay,2020-08-09 14:33:17+00:00,12,74,,
344,If you’re still proposing lockdown you should take this on board: UK to plunge into deepest slump on record with worst fall in GDP among G7 ,2020-08-09 14:32:59+00:00,206,542,,
345,Lockdown has taught me how to do my own gellish nails | Happy Women’s Day #WomensDay2020,2020-08-09 14:29:20+00:00,16,715,,#WomensDay2020
346,I've just started exploring my creative side during lockdown but found out I love sculpting and casting resin ,2020-08-09 14:25:33+00:00,2,85,,
347,Since the lockdown which is the biggest song that has came out?,2020-08-09 14:25:28+00:00,44,463,,
348,A future look at the first meet-up of Toby Young’s Lockdown Sceptics ,2020-08-09 14:23:29+00:00,263,1173,,
349,Day 2 of EarpFest Lockdown Edition has started! Panels today: 4pm Pet Tales with @KateDrummond_ 5pm Weird Sceince @VarunSaranga 6:30pm This Price is Right @DaniKind 7:30pm Earptionary @KatBarrell All times BST (London),2020-08-09 14:18:52+00:00,25,165,@KateDrummond_ @VarunSaranga @DaniKind @KatBarrell,
350,"Zoos across the world say their animals are becoming 'lonely' without visitors as a result of lockdown. So sad to think of these animals so habituated that they miss people staring at them, &amp; tapping on their glass. They deserve much better. ",2020-08-09 14:16:10+00:00,19,35,,
351,Lockdown has sparked a movement to reconnect to nature: - British Caoneing has seen 40% rise in members: https://www.theguardian.com/lifeandstyle/2020/aug/09/up-the-creek-with-19000-paddles-as-uk-takes-to-the-water - Sales of camping gear up loads: https://www.theguardian.com/business/2020/aug/06/uk-staycation-boom-lifts-sales-of-camping-gear - People have rediscovered parks as ‘green lungs’: https://www.theguardian.com/travel/2020/aug/09/sanctuary-in-the-city-how-urban-parks-saved-our-summer?CMP=Share_iOSApp_Other #RightToRoam,2020-08-09 14:14:10+00:00,15,47,,#RightToRoam
352,"Made with EaseCopy by @by.grais: ... ""My Lockdown Routine. ⁣ ⁣ So here’s an animation of what I do all day. Not proud of it ⁣⁣ ⁣⁣ Let me know how you have been coping with this lockdown.⁣ Get EaseCopy https://bit.ly/3ebNl8a #aescripts #aftereffects ⁣",2020-08-09 14:14:05+00:00,8,73,@BY,#aescripts #aftereffects
353,"PM @narendramodi released the sixth installment of funds to 8.5 crore farmers under #PMKisan scheme. The scheme has been instrumental in supporting farmers during #COVID19 pandemic through release of nearly Rs 22,000 Crore to aid the farmers during #lockdown. @ROBChandigarh",2020-08-09 14:13:47+00:00,18,38,@narendramodi @ROBChandigarh,#PMKisan #COVID19 #lockdown
354,I have noticed this cancer spreading in schools here too. The lockdown has opened my eyes to the brainwashing my kids were getting. ,2020-08-09 14:13:33+00:00,38,163,,
355,"Sweden has no masks, no social distancing, and no Coronavirus cases. It also has population immunity and a strong economy. No wonder the media, embarrassed about promoting lockdown, are slow to praise them. ",2020-08-09 14:10:11+00:00,31,56,,
356,"This unfortunate woman on Toby Young's 'Lockdown Sceptics' dating forum (yes, really!) is on a loser from the get-go... ",2020-08-09 14:07:41+00:00,12,40,,
357,Just posted a video on HOW I GOT RID OF MY DARKSPOTS/SCARS: since I had a major breakout beg of the lockdown!!!!!!! https://youtu.be/0FKjzWZKKNk,2020-08-09 14:07:40+00:00,24,48,,
358,"my birthday was during the lockdown but still nobody made that birthday wish video thingy for me, pathetic",2020-08-09 14:07:10+00:00,5,126,,
359,"So delaying lockdown didn’t protect the economy. Next, Brexit won’t be the sunny uplands either. ",2020-08-09 14:05:44+00:00,9,25,,
360,I had my first gig after this lockdown bs today . It was pretty good to sing live again The clients were happy and even tipped me Ugandans tebavikako kabwe so by the time you're tipped heeee ,2020-08-09 14:05:15+00:00,32,210,,
361, no way! “Lockdown Lunatics and their Lovers”. It’d be like a Who’s Who of hard drives that needed checking.,2020-08-09 14:05:03+00:00,25,435,,
362,"Top TRP of #Thalaivar Films on Tv Channels, During Lockdown Period. #45YearsOfRajinismCDP",2020-08-09 14:05:02+00:00,197,100,,#Thalaivar #45YearsOfRajinismCDP
363,Really excited to hear Toby Young will be finding love for my lady here with his singles forum for lockdown sceptics. ,2020-08-09 14:02:21+00:00,77,480,,
364,"Even though you are so successful doctor, you are always there for help even for strangers in the times of need. Your medicines saved my father from severe back pain when there was lockdown and everything was closed.! Only Hinduism can teach selflessness. Jai Shree Ram! ",2020-08-09 14:01:57+00:00,5,106,,
365,“Don’t let history repeat itself” – Australian speaks out on draconian lockdown http://ow.ly/pIGc30r3pX3,2020-08-09 14:01:50+00:00,176,408,,
366,Toby Young's anti-lockdown dating website is going well ,2020-08-09 13:58:22+00:00,58,261,,
367,What’s the ratio of men to women on a “lockdown sceptics’” dating site going to be? ,2020-08-09 13:56:05+00:00,14,100,,
368,"2Cr jobs/yr & much more hopes was promised by Modiji.But his asinine rule banged the nation with 14Cr unemployment, demonetization, wrong gst and failed lockdown.What more can u do PM to crack our economic structure completely?#RozgarDo @IYC @srinivasiyc @Allavaru @Ravindradass",2020-08-09 13:56:02+00:00,115,271,@IYC @srinivasiyc @Allavaru @Ravindradass,#RozgarDo
369,"No sane excuse for not doing the right thing. Without a vaccine the best thing was to lockdown, wear a mask, and flatten the curve. US needed a national plan. Trump failed miserably. His poor leadership, denial, deflection, lying, and reckless politics ruined a faster recovery.",2020-08-09 13:55:31+00:00,22,486,,
370,"Here's what exhausts me. Several times per day, a hugely credential expert blasts the lockdowns, calls for schools to reopen, discusses immunity realities, and blows up the media narrative. Still the NYT blithely says: science wants another lockdown.",2020-08-09 13:54:59+00:00,168,507,,
371,"It’s pretty f*cked over here in Victoria, Australia. I’m almost shocked at people’s inability to even question all of the crippling lockdown restrictions being put in place. I know people are bluepilled bootlickers &amp; whatnot, but it’s worse than I even expected.",2020-08-09 13:54:12+00:00,11,76,,
372,"12 months, 12 lives: Kashmiris in limbo and lockdown ",2020-08-09 13:54:04+00:00,52,57,,
373,"Op-Ed: If states don’t coordinate lockdown procedures immediately, our future is grim https://www.latimes.com/opinion/story/2020-08-09/coronavirus-spread-patterns-social-influence (via @latimesopinion)",2020-08-09 13:48:01+00:00,54,107,@latimesopinion,
374,Volunteers are wanted to take part in a Lake District litter pick after a rise in rubbish following the easing of lockdown. ,2020-08-09 13:45:31+00:00,11,34,,
375,"Day 99/100 of #OneMillionSteps and for those of you who are new or have forgotten, this whole 100 day thing was supposed to end with the final day of lockdown, which was scheduled to be tomorrow. That hasn't happened. Instead, we're facing into more uncertainty than ever. (1/?)",2020-08-09 13:38:08+00:00,3,93,,#OneMillionSteps
376,"Coronavirus BOMBSHELL: National lockdown could be re-imposed next month https://www.express.co.uk/news/uk/1320495/Coronavirus-news-Covid-19-lockdown-September-scientist-Sir-David-King More of Boris's lies, didn't he just say there wouldn't be another National Lockdown?",2020-08-09 13:35:59+00:00,177,233,,
377,"I miss this dork *remember when before the lockdown, Scarlett was supposed to guest again on Kelly and Ryan show ",2020-08-09 13:23:32+00:00,11,42,,
378,"This study was with pupils attending key worker provision during lockdown. At my school, we had approx 6 pupils per day who sat 3 desks separated from each other. This is vastly different from normal school operations with nearly 1800 pupils sharing corridors &amp; classrooms.",2020-08-09 13:20:58+00:00,13,67,,
379,"Lockdown has been cruel to journalists &amp; cartoonists. Two things helped me survive this tough phase, in spite of losing around 6 clients. As a freelancer I wasn't depending on one client &amp; some caricaturing projects. Meanwhile it was refreshing to get an offer from Gulf News. ",2020-08-09 13:20:48+00:00,753,5595,,
380,Lockdown wedding &gt;&gt;&gt;&gt;&gt; ,2020-08-09 13:19:48+00:00,24,226,,
381,"Q: What is your most hated pro-mask/lockdown comment? Mine has to be the classic: ""If you don't like wearing a mask, you'll love a ventilator"" *RAGE INTENSIFIES* #Scamdemic #CovidHoax #NoNewNormal #NoMasks #EndLockDownTotally #dontwearamask",2020-08-09 13:18:26+00:00,17,218,,#Scamdemic #CovidHoax #NoNewNormal #NoMasks #EndLockDownTotally #dontwearamask
382,"Popped out for a walk last night in Manchester... I can report that in the abscence of resources to enforce, support for businesses, or trust in the benefits of goverment guidelines, 'local lockdown' might not 'be a thing'. Either that or people live in really big households",2020-08-09 13:17:31+00:00,6,127,,
383,"""System to return people not fit for purpose"" Weak excuse! It is the government's job to protect our nation, overburdened taxpayer's & our crumbling welfare state. When it comes to the lockdown, absolute control was enforced - but when it comes to our borders? Excuses, excuses. ",2020-08-09 13:16:40+00:00,58,192,,
384,"I caught up with Francisca on the phone. She's doing well in lockdown in Amsterdam, and glad to see 1965 discussed again. She told me that, when talking about my book, I must always put the events in the larger context of Western colonial exploitation of the Third World. She's 94 pic.twitter.com/hO9x6rlPgZ",2020-08-09 13:15:54+00:00,9,195,,
385,"Tomorrow the lockdown will END &amp; check out the CRAZY traffic jam right now, as people head to Naraan for vacation! Who will follow SOPs on such messy roads &amp; overbooked hotels?! Please go easy, guys! We CAN'T afford another spike in #coronavirus - please! ",2020-08-09 13:15:20+00:00,182,621,,#coronavirus
386,So much of the debate around coronavirus is based on trade-offs. Lockdown vs opening up. Health vs economy. Pubs vs schools. Truth is everything is a knock-on effect from the govt fucking up. Now the virus is still too prevalent but we’re desperate for normality we haven’t earned,2020-08-09 13:15:07+00:00,70,383,,
387," New OPED Today in the @latimes If States Don't Coordinate Lockdown Procedures Immediately, Our Future is Grim. ",2020-08-09 13:12:20+00:00,72,168,@latimes,
388,COVID-19 is unlikely to mean the end of physical conferences entirely. Yet many hope that the global health crisis will change meetings forever. Nature spoke to scientists involved in lockdown conferences to get their thoughts and advice. ,2020-08-09 13:11:00+00:00,41,85,,
389,At lockdown @ReadaCronin was first Kildare TD to press govt for special urgent grants for small business. Now others following her lead. She Is 100pc right. Small business cannot take the hit for big-business profit. #kildarelockdown #COVID19,2020-08-09 13:11:00+00:00,25,94,@ReadaCronin,#kildarelockdown #COVID19
390,"Hi @laurenlaverne thank you for asking about our members fighting to save 200+ jobs, it's not entirely true that all @Tate workers were paid in full over lockdown, security guards and cleaners had a 20% pay cut while on furlough and are now still lacking occupational sick pay ",2020-08-09 13:07:45+00:00,28,67,@laurenlaverne @Tate,
391,"Read almost 70 books during lockdown. 1. Busted AIT theory 2. Found Indian leadership status from antiquity 3. Found Budha's ashes in India 4. Mahabharata Kaal found from an inscription in Jain temple, KAR 5. Wrote on DARK witch hunting and western feminism Contd... @ShefVaidya",2020-08-09 13:06:49+00:00,24,110,@ShefVaidya,
392,What is a disgrace is that journalists like this one are diverting the heat from government policies that have put meat plant workers and asylum seekers at risk and brought about the need for a lockdown in three counties. Do your job and hold them to account. ,2020-08-09 13:06:29+00:00,10,71,,
393,"COVID-19 update, Sweden edition. Sweden's actual day of death chart. One (!) COVID-19 death recorded that is tracked from the month of August thus far. Herd immunity achieved? No masks. No lockdown. No problem. https://experience.arcgis.com/experience/09f821667ce64bf7be6f9f87457ed9aa",2020-08-09 13:05:09+00:00,696,1291,,
394,"The tide is turning. People are coming to the realization that this is ALL bullshit. The lockdown was never required. It was done in a panic and now politicians are afraid to open things up, lest it be a reflection of how they were/are responsible.",2020-08-09 13:05:05+00:00,30,220,,
395,It was us in New York. Lockdown. Curfew. Masks. Social Distance. Wash Hands. REPEAT,2020-08-09 13:04:58+00:00,11,77,,
396,"Of course I think kids should resume face to face educatuon but Boris claiming its '""teachers' moral duty"" makes me sick. It was Cummings' moral duty as a responsible citizen to obey the lockdown rules - not forgotten",2020-08-09 13:03:23+00:00,27,63,,
397,Jess reveals how she and husband James dealt with the loss of their son Leo - and the effect lockdown had on their grief ,2020-08-09 13:00:21+00:00,18,55,,
398,"Article published in May about Irish meat plants. Nothing done! Now the midlands outbreak and lockdown. 'Everyone's on top of you, sneezing and coughing': life inside Ireland's meat plants ",2020-08-09 12:55:07+00:00,46,82,,
399,"I always bought my hanging baskets ready & in blooming ol this year. During the early Covid-19 lockdown I wasn’t sure if garden centres would be open to buy them again, so I bought some seeds &amp; ordered some plug plants &amp; planted my own. I’m chuffed they have thrived! #gardening",2020-08-09 12:52:09+00:00,0,115,,#gardening
