,Text,Date,Retweets,Favorites,Mentions,HashTags
324,"The ban on Swiggy and Zomato was lifted only for people who couldn't afford to cook and the elderly. Hope people understands this and refrain from ordering restuarant foods when you can possibly have a gud home cooked meal, atleast until lockdown. #Covid_19 #CoronaUpdatesInIndia",2020-04-17 06:17:59+00:00,2,6,,#Covid_19 #CoronaUpdatesInIndia
325,"#OperationHaftaVasooli @ZomatoIN @Zomato @FeedingIndia @abpnewshindi @aajtak @ndtv @HRDMinistry Dear zomato ,In this lockdown situations you are taking contributions for riders from all over India but it is shameful that you are not giving that money to all state riders . ",2020-04-17 06:48:39+00:00,1,0,@ZomatoIN @Zomato @FeedingIndia @abpnewshindi @aajtak @ndtv @HRDministry,#OperationHaftaVasooli
326,"Swiggy has gone from being a fierce Zomato rival to being a Dunzo competitor during the lockdown. grocery, meat, and any type of delivery now available!! And it works flawlessly. have ordered groceries twice over the past couple of weeks. ",2020-04-17 08:07:40+00:00,0,1,,
327,"For all those incidental chefs who are compelled to cook through this lockdown, we at @swiggy_in have just the solution for you - easy to cook, simple recipes with staple ingredients. Live on Android across select cities. https://instachef.swiggy.com/",2020-04-17 08:13:43+00:00,2,18,@swiggy_in,
328,Vizag lo mounika Valla husband Zomato delivery boy. Lockdown Valla two days nunchi rice levanta.. avarina Vizag vallu unte rice ichi adukuntarani asiatunna.. ,2020-04-17 08:33:58+00:00,0,0,,
329, I’m stuck in the middle of nowhere where we don’t even have Zomato!!! I’ve been craving for a chicken supreme since this lockdown,2020-04-17 09:30:17+00:00,0,0,,
330,@UberEats has made a big mistake by selling the business. #lockdown was the time to increase the business. @swiggy_in is doing well in spreading its services. Ubereats missed out.,2020-04-17 09:38:52+00:00,0,0,@UberEats @swiggy_in,#lockdown
331,@SwiggyCares Great service by Swiggy during this lockdown period. My sister shilpa mudaliar works in swiggy customer support recommended me .I work in UK was able to order through app some essential food items to my mother who staying alone in hyderabad. Excellent service ,2020-04-17 11:47:22+00:00,0,1,@SwiggyCares,
332,"@SwiggyCares Hello, I purchased a 3 month Swiggy Super membership in 19/01/20 and it is supposed to be valid till 19/04/20. But due to the complete lockdown in my city, Guwahati, I have not been able to use it since the 22nd of March. (1/2)",2020-04-17 12:53:57+00:00,0,0,@SwiggyCares,
333,I think it's unfair that it's validity is ending when the entire country is in lockdown. Should I not get a 1 month extension due to this? Please help. @SwiggyCares @swiggy_in,2020-04-17 12:54:30+00:00,0,0,@SwiggyCares @swiggy_in,
334,"Dear @zomatocare, @ZomatoIN 1 delivery boy got positive in delhi, now i am confused, should i place order online? ,can i trust on @swiggy_in in this matter? Or it will hamper online food business during lockdown. #Lockdown2, #COVID2019india",2020-04-17 13:07:40+00:00,0,0,@zomatocare @ZomatoIN @swiggy_in,#Lockdown2 #COVID2019india
335,Cravings in the lockdown ? Do not fret. We've got you covered. Find a wide variety of food in our menu that will surely satisfy your cravings. Order now. You can also order on Zomato and Swiggy. Follow @beingchefindia #beingchef #gurgaon #QuarantineTime,2020-04-17 13:57:14+00:00,1,2,@beingchefindia,#beingchef #gurgaon #QuarantineTime
336,"If you are planning to stop using #dominos because a pizza delivery guy was tested positive and still ordering #ChholeBhatoore from #Swiggy or #Zomato, then God Save You. #StayHomeStaySafe #Zomato #Dominos #covid19 #lockdown #IndiaFightsCorona",2020-04-17 13:57:33+00:00,0,0,,#dominos #ChholeBhatoore #Swiggy #Zomato #StayHomeStaySafe #Zomato #Dominos #covid19 #lockdown #IndiaFightsCorona
337,#ThinkingForYouAndCaringForYou #Craving for your #favoritecuisines this #lockdown! Not anymore as #SarovarGrandHometelMumbai is #nowdelivering Scrumptious &amp; #hotfood with full #hygiene &amp; safety from our kitchen to your #doorstep through #SWIGGY. Time to #enjoy the #Yumminess...,2020-04-17 14:17:49+00:00,0,0,,#ThinkingForYouAndCaringForYou #Craving #favoritecuisines #lockdown #SarovarGrandHometelMumbai #nowdelivering #hotfood #hygiene #doorstep #SWIGGY #enjoy #Yumminess
338,"@MOFPI_GOI Pls look after this During lockdown, swiggy is delivering bad quality food I have the details, if you want #lockdown #swiggy #badquality #COVID2019india #coronaupdatesindia",2020-04-17 14:38:06+00:00,0,0,@MOFPI_GOI,#lockdown #swiggy #badquality #COVID2019india #coronaupdatesindia
339,"My Friday: @Flipkart cancels order of item listed under essentials. @Zomato delivers promised food in record time. I went from angry to happy. Oh, well. This too shall pass, right? #coronanama #Covid_19 #lockdown",2020-04-17 16:31:09+00:00,0,1,@Flipkart @Zomato,#coronanama #Covid_19 #lockdown
340,KTR Garu I am Advocate Vikas oza can you plz answer me when you and Trs party doing good hard work on corona disease with lockdown. Why food online like zomato and swigi person are breaking rules.. Plz take necessary action on them too.,2020-04-17 22:22:35+00:00,0,0,,
341,@trspartyonline KTR Garu I am Advocate Vikas oza can you plz answer me when you and Trs party doing good hard work on corona disease with lockdown. Why food online like zomato and swigi person are breaking rules.. Plz take necessary action on them too.,2020-04-17 22:28:47+00:00,0,0,@trspartyonline,
342,KTR Garu I am Advocate Vikas oza can you plz answer me when you and Trs party doing good hard work on corona disease with lockdown. Why food online like zomato and swigi person are breaking rules.. Plz take necessary action on them too. ,2020-04-17 22:29:17+00:00,0,2,,
343,@KTRTRS KTR Garu I am Advocate Vikas oza (9703039909)can you plz answer me when you and Trs party doing good hard work on corona disease with lockdown. Why food online like zomato and swigi person are breaking rules.. Plz take necessary action on them too.,2020-04-17 22:30:08+00:00,0,0,@KTRTRS,
344,"I'm no swiggy spokesperson, but the fact that they are delivering even during the lockdown, has been commendable, no! A delay here, a cancellation there, thoda adjust kar lete hain. Judging their service right now is not really justified. (Talking from some firsthand experience).",2020-04-18 01:16:50+00:00,0,2,,
345,Zomato seems to be taking advantage of the lockdown situation.,2020-04-18 04:36:39+00:00,0,0,,
346,God knows who you guys are delivering too ??? 3 weeks of lockdown not a single order successfully placed every time your slot was full big basket... now after the ZOMATO scare in Delhi I would not want you guys even closer to my Building Thanks ,2020-04-18 05:12:25+00:00,0,0,,
347,"@Zomato @ZomatoGold @ZomatoIN @zomatocare Due to Covid-19-Corona, I and we all consumers have wasted my and our membership. Urge and appeal U to give extension of period exactly similar to the extension of lockdown. #If_We_Live_We_Shall_Use #Issued_In_Public_Interest #Go_Corona",2020-04-18 06:47:09+00:00,0,1,@Zomato @ZomatoGold @ZomatoIN @zomatocare,#If_We_Live_We_Shall_Use #Issued_In_Public_Interest #Go_Corona
348,@swiggy_in I wanted book set from my Kid's School but not able to bring due to lockdown. Thanks to Swiggy which made it possible through its Genie service. I created a task to pickup and drop and in 30 mins I got my books. Thanks @swiggy_in . Cheers !,2020-04-18 07:12:27+00:00,1,12,@swiggy_in @swiggy_in,
349,@swiggy_in - You are a life saver. I am able to survive this lockdown without any problem. Thanks a ton for your wonderful service.,2020-04-18 07:19:02+00:00,0,3,@swiggy_in,
350,"Post the lockdown, we’ll be introducing a new feature called Contactless Dining with the aim of making the dining experience safer and more efficient by eliminating the use of high touch elements at restaurants. https://zomato.com/blog/contactless-dining [3/n]",2020-04-18 07:48:13+00:00,2,5,,
351,"So — when the lockdown ends — our restaurant partners can inspire confidence in the public and usher a safer, seamless era of dining experiences. [7/7]",2020-04-18 07:48:15+00:00,3,13,,
352,"We fully support the lockdown, I currently live with 5 people, all are eating from swiggy Zomato, my wife lives alone in agra in 2 bhk house. Where would I be safe ? Request support from your end. My family is really worried about my situation and my wife is alone there",2020-04-18 08:00:04+00:00,0,0,,
353,Super excited about #zomato Contactless Dining - a new way to dine at restaurants once lockdown is over #PostCovid19 #postcorona #postcovidworld,2020-04-18 08:22:02+00:00,1,7,,#zomato #PostCovid19 #postcorona #postcovidworld
354,Guys ordering from @SwiggyCares please BOYCOTT fo not use @swiggy_in as they are just taking advantage of lockdown and looting us by charging huge delivery charges. BOYCOTT SWIGGY @PMOIndia,2020-04-18 08:25:14+00:00,0,0,@SwiggyCares @swiggy_in @PMOIndia,
355,We are committed to serve you with safe and hygienic food during this #lockdown . We assure you of best practices at our outlet to ensure your food reaches you safely. #quarantineandchill #khaomast #cafeudupiruchi @swiggy_in @ZomatoIN,2020-04-18 08:39:46+00:00,0,0,@swiggy_in @ZomatoIN,#lockdown #quarantineandchill #khaomast #cafeudupiruchi
356,Mr. Idiot @deepigoyal just taking advantage of lockdown by fooling people with his creepy strategies @zomatocare @ZomatoIN @Zomato #zomato #fraud #Covid_19 #lockdown,2020-04-18 09:16:43+00:00,0,0,@deepigoyal @zomatocare @ZomatoIN @Zomato,#zomato #fraud #Covid_19 #lockdown
357,Such a shameless people you guys are till now I didn't received any call @zomatocare @ZomatoIN @Zomato @deepigoyal #lockdown #Covid_19 #fraud #zomato,2020-04-18 09:20:16+00:00,0,0,@zomatocare @ZomatoIN @Zomato @deepigoyal,#lockdown #Covid_19 #fraud #zomato
358,Mr. Idiot @deepigoyal is far more dangerous than a coronavirus which is unfortunately shine in our country just because our innocent people doesn't understand his creepy tactics @zomatocare @ZomatoIN @Zomato #Covid_19 #lockdown #fraud #zomato,2020-04-18 09:24:44+00:00,0,0,@deepigoyal @zomatocare @ZomatoIN @Zomato,#Covid_19 #lockdown #fraud #zomato
359,"@Grofers Sector 41 Noida. Been trying to place new order for quite some time now. Buck up guys. Yes a tough situation but now since lot of other options are avbl including #swiggy n #Dominos for essentials, your load n capacity should improve. #lockdown ",2020-04-18 10:06:49+00:00,0,0,@Grofers,#swiggy #Dominos #lockdown
360,Bad experience with @swiggy_in in this #lockdown situation. They should not deliver beyond states border..it is tough in tricity to get delivered..not fault of sellers..i had to go 1 km to collect my order because the border of Haryana and panchkula is sealed.,2020-04-18 10:14:27+00:00,0,0,@swiggy_in,#lockdown
361,Actually they are taking beniefits of lockdown by charging high then hsual its berter once a week go out n purchSe yrself,2020-04-18 10:24:43+00:00,0,0,,
362,"After contactless delivery to deal with #COVID19 pandemic, foodtech unicorn @Zomato on Friday announced ""contactless dining"" features to help restaurants increase trust and confidence of customers in their safety and hygiene measures in a post-lockdown world. ",2020-04-18 10:39:34+00:00,0,0,@Zomato,#COVID19
363," Chocolates are nature’s way of reminding us, not everything that’s dark is bad. — #premium #chocolatecake #cakesandgrace #spreadlove #rohtak Order on #zomato #swiggy till #lockdown ",2020-04-18 11:22:06+00:00,0,1,,#premium #chocolatecake #cakesandgrace #spreadlove #rohtak #zomato #swiggy #lockdown
364,Zomato announces contactless dining with QR codes and digital payments in a post-lockdown world https://www.businessinsider.in/business/startups/news/zomato-announces-contactless-dining-with-qr-codes-and-digital-payments-in-a-post-lockdown-world/articleshow/75218983.cms?utm_source=social_Twitter&amp;utm_medium=social_sharing&amp;utm_campaign=Click_through_social_share via @BiIndia,2020-04-18 11:48:08+00:00,0,0,@BiIndia,
365,@swiggy_in @ArvindKejriwal @aajtak @ABPNews @IndiaToday @BBCWorld ....tawa roti for 90rs......... Lockdown is very good chance to exploit comman man. We should be standing together in this situation and should not be exploiting any one.... For the sake of God. ,2020-04-18 14:29:07+00:00,0,0,@swiggy_in @ArvindKejriwal @aajtak @ABPNews @IndiaToday @BBCWorld,
366,#Zomato on Friday announced contactless dining features to help restaurants increase trust and confidence of customers in their safety and hygiene measures in a post-#lockdown world. ,2020-04-18 15:31:19+00:00,1,0,,#Zomato #lockdown
367,"The police lockdown is brutal for many, walking to get groceries is not an option, will have to go out everyday. Dunzo/Swiggy guys are not allowed into stores. I fail to see why they have to lockdown cars &amp; bikes within a zone, put checkposts so that they cannot go far.",2020-04-18 15:33:56+00:00,0,0,,
368,"Good decision. I went out today on ITPL road due to medical emergency. All I saw is Swiggy, Zomato and Dunzo people on road. Other citizens are following lockdown diligently. Earlier order would have surely created chaos.",2020-04-18 15:57:30+00:00,0,2,,
369,"@zomatocare @ZomatoIN @Zomato @deepigoyal just taking advantage of this lockdown, fake company and fake leader. #zomato",2020-04-18 16:34:00+00:00,0,0,@zomatocare @ZomatoIN @Zomato @deepigoyal,#zomato
370,"@ZomatoIN @Zomato @zomatocare i got to know dat u pay ur delivery boys according to d data that how many packs they delivered,so in lockdown they r just getting 4-5 packs delivered ,think how will they survive if u don’t help them then sorry I won’t use zomato n uninstall now.",2020-04-18 17:21:04+00:00,1,0,@ZomatoIN @Zomato @zomatocare,
371,"After contactless delivery, #Zomato introduces contactless dining which will have - contactless menu, ordering and payment - to help restaurants increase trust and confidence of customers in a post-lockdown world. ",2020-04-18 18:15:04+00:00,2,5,,#Zomato
372,Thank you so much @Zomato @deepigoyal @AMD_GoAP for Introducing Contactless delivery for this lockdown world. @FeedingIndia This is a great initiative from zomato. Thanks a lot for reducing hunger among the needy families. Keep up the good work #Salute #Hungerheroes.,2020-04-18 20:51:13+00:00,0,2,@Zomato @deepigoyal @AMD_GoAP @FeedingIndia,#Salute #Hungerheroes
373,"Dear @swiggy_in Due to #covid19 pandemic and after lockdown you have immense workload. I wanna share this, i have craving to join you as an employee. Looking for good career opportunity and great learning.",2020-04-18 21:31:10+00:00,0,1,@swiggy_in,#covid19
374,"Still Swiggy and other online delivery company working in delhi is this comes under essential services , recently a pizza delivery boy found corona + Plz stop all this and still people not follow lockdown in delhi. ",2020-04-19 08:54:41+00:00,0,0,,
375,#Lockdown When a SWIGGY delivery boy passes by ,2020-04-19 10:01:59+00:00,0,1,,#Lockdown
376,sir i have order grocery product from swiggy but they cancelled my order without any intimation and charge 50% of total amount In lockdown no income source please help in this and charge a reasonable cancellation charge not half of total bill @swiggy_in @myogioffice @AdminLKO,2020-04-19 11:10:21+00:00,0,0,@swiggy_in @myogioffice @AdminLKO,
377,But why Zomato has kept food prices so high? Is it to take advantage of lockdown and people's helplessness???,2020-04-19 13:35:44+00:00,0,0,,
378,"@KTRTRS @tv9 Thank you sir, Thank you so much. Zomato in particular is still not really following any safeguards / Safety Standards .....Just two days ago i caught them red handed with evidence . Thankfully they are now prohibited till End of Lockdown.",2020-04-19 13:41:11+00:00,0,0,@KTRTRS @tv9,
379,"@Zomato Food delivery is a combination of my three favourite things in Lockdown Period. 1 Food 2 Not Moving Out 3 Avoiding Social Distance #hardworkbydeliveryboys #teamzomato Aap nahin hote, Hamara kya hota! ",2020-04-19 14:49:11+00:00,0,0,@Zomato,#hardworkbydeliveryboys #teamzomato
380,Zomato announces contactless dining with QR codes and digital payments in a post-lockdown world http://dlvr.it/RV3Mgj,2020-04-19 15:23:32+00:00,0,0,,
381,"With immediate effect after delivery agent tested positive in Hyderabad, #swiggy and #zomato deliveries will be banned from Tomorrow till 7th May. Yet another great initiative for us. #KCRPressMeet #lockdown",2020-04-19 15:33:27+00:00,0,0,,#swiggy #zomato #KCRPressMeet #lockdown
382,@Karnataka_DIPR @DIPR_COVID19 does swiggy /zomato boys require a special pass to deliver the food during this lockdown... Or just I'd card of company is essential,2020-04-19 15:35:50+00:00,0,0,@Karnataka_DIPR,
383,Zomato announces contactless dining with QR codes and digital payments in a post-lockdown world http://dlvr.it/RV3Rtd,2020-04-19 15:37:04+00:00,0,0,,
384,@swiggy_in @ZomatoIN @SwiggyCares @zomatocare #swiggy and #zomato is banned in Telangana from tomorrow till lockdown @KTRTRS @MinisterKTR Good decision taken by #KCR HONORABLE CM OF TELANGANA,2020-04-19 15:37:42+00:00,0,0,@swiggy_in @ZomatoIN @SwiggyCares @zomatocare @KTRTRS @MinisterKTR,#swiggy #zomato #KCR
385,"Lockdown should be implemented more strictly in future. More than 50,000 vehicles were seized. Avoid coming out unless it's absolutely essential. We are not happy banning Zomato and Swiggy we also loss income. But we can't take risk after Delhi's incident.",2020-04-19 16:05:47+00:00,2,1,,
386,"CM KCR says, ""We are also sad that Swiggy and Zomato had to be banned for the rest of the lockdown period. But seeing what happened in Delhi, we are forced to take this decision."" #TelanganaFightsCorona",2020-04-19 16:06:23+00:00,7,25,,#TelanganaFightsCorona
387,"#Lockdown should be implemented more strictly in future in #Telangana. More than 50,000 vehicles were seized. Avoid coming out unless it's absolutely necessary. We are not happy banning @Zomato &amp; @swiggy_in. But we can't take risk after #Delhi's incident: @TelanganaCMO",2020-04-19 16:07:53+00:00,8,28,@Zomato @swiggy_in @TelanganaCMO,#Lockdown #Telangana #Delhi
388,"Lockdown should be implemented more strictly in future in Telangana. More than 50,000 vehicles were seized. Avoid coming out unless it's absolutely necessary. We are not happy banning Zomato &amp; swiggy_in. But we… https://www.instagram.com/p/B_KysTzlvnv/?igshid=19378xb8d5537",2020-04-19 16:09:29+00:00,0,0,,
389,"#MNT_News #MNTupdatesOnCovid19 Lockdown should be implemented more strictly in future in Telangana More than 50,000 vehicles were seized. Avoid coming out unless it's absolutely necessary. We are not happy banning Zomato &amp; Swiggy.But we can't take risk after Delhi's incident:KCR ",2020-04-19 16:10:50+00:00,1,0,,#MNT_News #MNTupdatesOnCovid19
390,"CM KCR extended the lockdown till May 07, also banned online food delivery giants Swiggy and Zomato till may 07, he has asked the authorities to keep a tab on people buying fever and cold medicine from chemists. #Telangana #KCRPressMeet",2020-04-19 16:27:48+00:00,0,1,,#Telangana #KCRPressMeet
391,"Lockdown extended in Telangana till May 7: CM K Chandrasekhar Rao #KCR KCR also announced that the food delivery services by #Zomato and #Swiggy will be stopped from now until the lockdown is eased. ""We will not die if will don't eat pizza,"" CM K Chandrashekar Rao asserted.",2020-04-19 16:37:25+00:00,0,1,,#KCR #Zomato #Swiggy
392,"Ban on food delivery apps like Swiggy and Zomato is indeed munch needed decision. Spending ₹300 on a single meal is a luxury. If you can afford 300 per day, Use it to buy pan, eggs, rent a gas cylinder. You have YouTube installed in your phone. COOK YOURSELF #Lockdown",2020-04-19 16:41:41+00:00,4,26,,#Lockdown
393,"Lets take this #lockdown and #QuarantineLife seriously. I mean its a pandemic ongoing which has affected this entire planet and we cannot rely safety on the cooked food which gets delivered at our doorstep. No Swiggy and Zomato till May, 3rd. May the 4th be with us.",2020-04-19 17:09:32+00:00,0,1,,#lockdown #QuarantineLife
394,Telangana get ready lockdown up to May 7 th Our CM KCR says Telangana No Swiggy and No Zomato cook and Eat at Home only. It is a people’s decision he has nicely conducted surveys and come to this conclusion @stay Home Hyderabad and Telangana #Defeat Corona @Social distancing,2020-04-19 17:10:14+00:00,0,3,,
395,Due to riders behaviour during lockdown it's very difficult for us to manage business. We are offering 25% flat discount den paying commission too . Still receiving this kind of pathetic behavior ? Customer is not happy @AAPInNews @BBCHindi @ABPNews @ANI @BreakingNews @aajtak,2020-04-19 17:12:19+00:00,0,2,@AAPInNews @BBCHindi @ABPNews @ANI @BreakingNews @aajtak,
396,#KCRPressMeet 1) CM KCR extends lockdown in Telangana till May 7th 2) Halted Swiggy &amp; Zomato deliveries &amp; other door-to-door delivery of parcels as well 3) Requested house owners to consider deferring collection of rents from tenants for a period of 3 months #Covid_19india #KCR,2020-04-19 17:22:51+00:00,0,4,,#KCRPressMeet #Covid_19india #KCR
397,What do you think of Ban on online food delivery apps Swiggy and Zomato? Is it a right decision to ban? #Swiggy #Zomato #Lockdown #Telangana,2020-04-19 17:27:41+00:00,0,0,,#Swiggy #Zomato #Lockdown #Telangana
398,@swiggy_in @Zomato @ZomatoIN should be banned throughout the country. I saw many complaints on Twitter regarding bad food during lockdown and they are not refunding the money too. And they want donations to survive. Let's fuck them up.,2020-04-19 17:33:38+00:00,1,1,@swiggy_in @Zomato @ZomatoIN,
399,"@narendramodi @MamataOfficial sir/madam,i work as a SWIGGY DE,my wife is pregnant for 4months and this is our 1st would be child,in this lockdown situation i seriously need to continue my work for proper food and medicine for my wife.This is My humble request ",2020-04-19 17:37:02+00:00,0,0,@narendramodi @MamataOfficial,
400,"CM KCR also announced that the food delivery services by Zomato and Swiggy will be stopped from now until the lockdown is eased, and the cabinet will again convene on May 5 to decide the future course of action. Watch today's #Khabarnama for full news https://youtu.be/faFu9dQzge8",2020-04-19 17:37:09+00:00,7,46,,#Khabarnama
401,After few days nobody will buy from swiggy or bigbasket it's just because of the lockdown they are selling essential items at higher rates without discount and coupon code. Taking advantage of lockdown. After lockdown people will fuck them up,2020-04-19 17:39:06+00:00,0,1,,
402,Is banning Swiggy and Zomato a right decision by #Telangana ? #lockdown,2020-04-19 17:57:54+00:00,0,0,,#Telangana #lockdown
403,What could be the reason behind the ban on Swiggy and Zomato in Hyderabad during lockdown? #Swiggy #Zomato #lockdown #Hyderabad #StayHomeIndia Read more:- https://www.quora.com/What-could-be-the-reason-behind-the-ban-on-Swiggy-and-Zomato-in-Hyderabad-during-lockdown,2020-04-19 18:26:56+00:00,0,0,,#Swiggy #Zomato #lockdown #Hyderabad #StayHomeIndia
404,@TelanganaCMO Shutting down online food delivery like @swiggy_in &amp; @ZomatoIN will only worsen the situation. People who don't know cooking will suffer. @TelanganaDGP @PMOIndia @narendramodi @BSYBJP @BlrCityPolice. Plz rethink. #KCRPressMeet #IndiaFightsCoronavirus #lockdown,2020-04-19 18:32:14+00:00,0,0,@TelanganaCMO @swiggy_in @ZomatoIN @TelanganaDGP @PMOIndia @narendramodi @BSYBJP @BlrCityPolice,#KCRPressMeet #IndiaFightsCoronavirus #lockdown
405,"It's mid night and we were hungry and luckily our lpg gas get out of order. But thanks @swiggy_in delivering food late night and making our late night, the dinner night in lockdown time. #swiggy #IsolationLife #midnight #QuarentineLife #rise_above_hates",2020-04-19 18:55:26+00:00,1,35,@swiggy_in,#swiggy #IsolationLife #midnight #QuarentineLife #rise_above_hates
406,Daily afternoon gettiga estham...night biscuits and snacks tho saripettukuntam untill this lockdown...glad that Karnataka lo zomato working till evng ,2020-04-19 19:12:05+00:00,0,0,,
407,"US, UK, middle East are carrying out contactless deliveries in India swiggy, 1mg &amp; lens cart are carrying out the same, during lockdown a person highly relies on electronic items (laptops, pc, phones charges).",2020-04-19 23:56:56+00:00,0,0,,
408,"Hon'ble CM KCR's press meet (19/04/20): Lockdown up to 7th May Swiggy, Zomato banned No domestic flights No rent collection for March, April &amp; May from tenants by house-owners (collect later) No fee hike by private educational institutions for A.Y.2020-21 Hat off to KCR Ji ",2020-04-20 03:25:09+00:00,0,0,,
409,Please mention it as a inactive delivery person in the title or tweet. Its very important. Now people will read the headline alone and decide that swiggy executive got positive while delivery during lockdown.,2020-04-20 04:49:56+00:00,1,1,,
410,Zomato’s New Feature Will Ensure Your Food Is Being Delivered By A Healthy Delivery @ZomatoIN #day24oflockdown #lockdown #MondayMotivaton,2020-04-20 05:37:20+00:00,0,0,@ZomatoIN,#day24oflockdown #lockdown #MondayMotivaton
411,"#Telangana Chief Minister, on April 19th, imposed a ban on online food delivery chains like @Zomato, @swiggy_in from operating in Telangana until the #lockdown ends. ",2020-04-20 05:41:52+00:00,0,1,@Zomato @swiggy_in,#Telangana #lockdown
412,@KTRoffice @KTRTRS @ArogyaTelangana @swiggy_in @SwiggyCares @zomatocare @Zomato Great work by service providers especially during this hard time during #lockdown.People should now at least stop going out as everything is available for delivery at your doorstep.Great initiative ,2020-04-20 06:26:10+00:00,0,0,@KTRoffice @KTRTRS @ArogyaTelangana @swiggy_in @SwiggyCares @zomatocare @Zomato,#lockdown
413, our Cm also deserve appreciation He extended lockdown and giving 1500 for poor ones and providing food in camp's for labours who came from other states. And banned swiggy and Zomato for the safety of people ,2020-04-20 06:41:40+00:00,0,1,,
414,Here’s a dedication to all the delivery partners! @bigbasket_com @Grofers @amazonIN @swiggy_in @Zomato @DunzoIt #togetherforindia #StayHome #DeliveryPartners #HomeDelivery #Essentials #Lockdown #EverydaySuperheros,2020-04-20 08:34:24+00:00,3,9,@bigbasket_com @Grofers @amazonIN @swiggy_in @Zomato @DunzoIt,#togetherforindia #StayHome #StayHome #DeliveryPartners #HomeDelivery #Essentials #Lockdown #EverydaySuperheros
415,That’s such a relieving news. Off late corona numbers have been increasing rapidly. What is more disappointing is that we follow strict lockdown with the hope that every new day will bring positive news but we wake up to read about more number of covid positives,2020-04-20 08:46:14+00:00,0,0,,
416,"Data from #Wuhan indicates increased rate of divorces post lockdown So Ashok, does that mean we will be so famished for good hotel food that we will rush out to nearest options post #lockdown ",2020-04-20 09:00:46+00:00,0,3,,#Wuhan #lockdown
417,Funny debates without subject knowledge.... enjy lockdown dear...stay home stay safe....bye...,2020-04-20 10:36:24+00:00,0,0,,
418,@hydcitypolice @KTRTRS @KTRoffice @cyberabadpolice please help me give me a job during this lockdown period to have my daily living expenditure due to restrictions on Zomato and swiggy please help me ,2020-04-20 14:28:39+00:00,0,0,@hydcitypolice @KTRTRS @KTRoffice @cyberabadpolice,
419,"After exactly 30 days of lockdown, happy to report I have lost 4 Kgs of weight , with 0 Diet restrictions and no Exercise whatsoever All due to a lack of Swiggy and unlimited supply of fried snacks/junk food",2020-04-20 14:46:01+00:00,0,0,,
420,"Can't believe I actually heard #Telengana CM #KCR say, ""you won't die if you don't eat pizza for two weeks"" while disallowing @swiggy_in &amp; @ZomatoIN He isn't just wrong, but also stupid, ignorant &amp; arrogant. I'd be dead had these firms not fed me during #Lockdown. @TelanganaCMO",2020-04-20 14:58:20+00:00,0,0,@swiggy_in @ZomatoIN @TelanganaCMO,#Telengana #KCR #Lockdown
421,"@Flipkart Amazing service by Flipkart Groceries/Essentials. My niece is stuck in a hostel in Hyderabad with no essentials in this lockdown, I tried with many vendors, Swiggy partners, BigBasket etc. but finally Flipkart served the essentials without cancelling single item.Thank",2020-04-20 15:28:08+00:00,2,0,@Flipkart,
422,"Accepting #SocialDistancing as the new normal, online food delivery platform #Zomato has introduced 'contactless dining' for restaurants in a post-lockdown world ",2020-04-20 15:30:00+00:00,3,1,,#SocialDistancing #Zomato
423,Knock knock! Who’s there? Mango. Mango who? It’s a lockdown. Man…goes. Don’t let the mango season slip away. Order now on Zomato or Swiggy. #BRWithYou #StayHome #BaskinRobbinsDelivers #31Flavours #FreshFruitFlavours #VeryBerryStrawberry #AlphonsoMango #PinaColada #Chikoo,2020-04-20 16:03:17+00:00,2,12,,#BRWithYou #StayHome #StayHome #BaskinRobbinsDelivers #31Flavours #FreshFruitFlavours #VeryBerryStrawberry #AlphonsoMango #PinaColada #Chikoo
424,"Enjoy the HCF during this lockdown by ordering online http://nirulas.com or via the Nirulas, #zomato or #swiggy app Stay home. Stay safe ",2020-04-20 16:03:22+00:00,0,0,,#zomato #swiggy
425,This kind of leniency is problematic in a state like Maharashtra. Other states like Telangana with lesser cases have imposed harsh lockdown and stopped swiggy and zomato also. Situation requires harsher lockdown now so that relaxation can be achieved quicker. ,2020-04-20 17:08:24+00:00,0,1,,
426,Pls investigate and take necessary action @SwiggyCares @swiggy_in if it was done intentionally..Misleading customers and taking advantage of this lockdown in this way is sure a breakdown. Public will not like it.,2020-04-20 17:52:18+00:00,0,0,@SwiggyCares @swiggy_in,
427,"@dm_usnagar Dear sir I m from Rudrapur Uttrakhand, pls allow swiggy delivery rider to deliver food n groceries items to needy people.we r facing financial crisis n company don't pay us a single rupee since lockdown start now we r facing financial crisis pls help us pls sir",2020-04-20 18:20:48+00:00,0,0,@dm_usnagar,
428,"@bigbasket_com I'm highly disappointed with big basket during this Covid time.Since the lockdown,I haven't been able to order even once! They lost me as a customer and many more.Thank God for @DunzoIt @Zomato @swiggy and many other apps to offer their delivery for essential items",2020-04-21 03:06:12+00:00,0,0,@bigbasket_com @DunzoIt @Zomato @swiggy,
429,"Thread from Big Basket explaining their constraints. I think if they had gotten out front communicating with customers, the angst we feel would have been less. This feels too little too late especially when we've seen swiggy, licious and dunzo manage so well through the lockdown ",2020-04-21 03:11:58+00:00,0,0,,
430,What's the use now? My day was already spoilt by your delivery partner Swiggy refusing to deliver in my area which falls well within the limits of Mumbai!! You need to expand your delivery network and reach everywhere in lockdown! And you refuse a regular customer! Sad,2020-04-21 08:02:10+00:00,0,0,,
